year,city_types,id_city,city_population,cpi,rev_total,own_source_rev,rev_utility,spending_direct,education_services,social_services,transportation,public_safety,envir_housing,spending_utility,sp_empl_retire_tr,debt_outstanding,cash_holdings
2006,core,62038001,763016,1.215873,13808.79,6307.77,803.26,12822.57,1111.11,2963.52,1003.42,1283.21,1212.47,1844.76,948.08,15376.06,29244.64
2007,core,62038001,768650,1.182201,15727.57,6842.92,771.41,12856.84,1210.01,3071.98,1227.69,1330.41,1226.05,2171.77,982.5,15116.64,34112.72
2008,core,62038001,778673,1.138489,10443.76,7210.26,819.58,12816.37,1084.49,3052.18,1072.23,1258.85,1378.73,2249.83,1009.83,14635.1,30505.16
2009,core,62038001,791152,1.142553,6404.37,7121.98,825.95,13398.22,1304.25,3010.41,1475.25,1233.42,1432.71,2203.05,1067.32,14959.7,24203.55
2010,core,62038001,801922,1.124115,13755.36,6960.8,884.54,13369.09,1285.17,2988.28,1277.76,1176.2,1342,2513.59,1128.11,18145.86,27561.71
2011,core,62038001,805550,1.089718,15834.57,7216.05,908.02,13867.05,1176.05,2899.57,1357.38,1114.75,1359.59,2998.24,1219.23,18926.33,28722.53
2012,core,62038001,815677,1.067624,11557.69,6754.74,1012.13,13761.97,1150.52,2904.55,1370.89,1106.95,1385.33,3260,1282.12,19828.72,29998.96
2013,core,62038001,829027,1.052211,15154.6,7053.54,1550.9,14500.04,1067.59,2944.86,1981.97,1135.74,1526.92,3064.17,1310.85,19568.87,31810.35
2014,core,62038001,839841,1.035415,16782.64,7538.07,1056.06,14846.43,1117.64,3535.19,1950.4,1105.3,1271.5,3121.61,1322.29,19963.78,32947.57
2015,core,62038001,851116,1.034187,13898.57,7924.66,1125.88,15409.47,1279.39,4136.05,1559.66,1152.62,1275.76,3193.65,1374.31,20066.74,36193.08
2016,core,62038001,863836,1.021304,13885.78,8651.96,1145,16115,1346.81,4589.4,1483.22,1208.7,1459.69,2850.98,1485.13,20388.12,36412.89
2017,core,62038001,872795,1,16558.58,9117.25,995,17479.27,1238.84,5093.61,1754.85,1326.43,1559.63,3281.99,1464.42,22106.33,40153.78
1998,core,62043012,872326,1.503804,6005.31,3235.74,142.32,5529.08,1646.53,831.82,224.82,638.14,763.21,479.94,135.12,4616.08,8158.49
1999,core,62043012,886303,1.471308,6552.66,3547.17,145.25,5697.11,1670.89,849.22,277.81,651.44,929.78,364.01,126.38,5547.53,9450.27
2000,core,62043012,894210,1.423461,6420.37,3625.85,155.2,6096.38,1735.78,865.11,376.08,678.92,968.63,410.45,146.45,5419.65,9496.95
2001,core,62043012,904839,1.384077,6728.78,4017.16,170.04,6538.39,1905.36,851.7,345.01,674.72,1053.46,544.85,149.01,6100.68,10842.38
2002,core,62043012,905360,1.362535,6725.19,4045.46,182.94,7573.54,2083.05,997.55,606.07,720.59,1252.34,729.08,162.18,7311.31,11067.22
2003,core,62043012,894152,1.332174,7089.39,3872.27,182.1,8020.38,2064.64,1119.45,682.39,766.96,1195.14,881.55,173.3,8417.93,11148.79
2004,core,62043012,890032,1.297618,7765.61,4355.24,185.11,8268.95,1949.13,1259.93,578.79,780.18,1160.9,885.55,205.3,9243.69,12292.64
2005,core,62043012,888841,1.255095,7286.08,4149.77,157.83,7763.83,1975.5,1276.43,547.94,788.89,972.4,558.61,208.98,9971.64,12943.11
2006,core,62043012,894293,1.215873,7512.93,4241.79,165.49,7777.92,1929.2,1399.23,503.27,807.74,1035.72,475.94,223.13,10393.61,11967.37
2007,core,62043012,901656,1.182201,8392.67,4591.87,174.69,7983.17,2008.16,1446.63,521.59,843.5,942.54,562.02,234.42,10255.63,12756.68
2008,core,62043012,911744,1.138489,7208.68,4686.05,180.51,8138.16,1943.74,1564.84,681.64,812.59,871.84,615.91,245.34,11330.55,12718.69
2009,core,62043012,926098,1.142553,6512.85,4706.55,181.02,8168.68,1831.59,1676.7,712.66,855.95,915.85,606.24,220.86,11805.12,11071.94
2010,core,62043012,937929,1.124115,7756.17,4477.79,161.59,7902.26,1722.94,1609.24,652.92,823.72,908.87,506.46,287.57,11550.93,10290.31
2011,core,62043012,954492,1.089718,7870.06,4359.92,162.41,7182.79,1598.58,1535.45,329.64,765.7,784.26,539.64,299.82,11757.35,11380.66
2012,core,62043012,969948,1.067624,6524.24,4349.74,184.15,6885.41,1552.8,1551.44,446.53,740.6,737.19,587.24,327.3,11841.6,11499.64
2013,core,62043012,983322,1.052211,7148.58,4482.94,183.97,6790.81,1535.1,1603.61,367.15,693.38,679.62,598.63,347.87,11343.03,12122.31
2014,core,62043012,1001253,1.035415,7611.41,4626.49,197.88,6914.61,1483.25,1665.75,422.44,712.48,700.63,627.53,351.54,11065.36,11102.22
2015,core,62043012,1014418,1.034187,7281.94,5020.68,196.83,7343.75,1602.44,1819.62,356.83,762.41,762,752.27,347.46,11238.37,11549.69
2016,core,62043012,1026099,1.021304,7664.31,5296.96,184.47,7779.84,1690.75,2017.25,332.79,811.26,838.59,731.01,358.57,10874.52,11545.51
2017,core,62043012,1030359,1,8389.69,5527.2,193.5,7777.43,1811.54,2023.29,255.72,788.98,872.42,742.31,385.22,10395.55,11995.63
1998,core,62030016,323637,1.503804,4977.76,2276.92,208.51,4814,1893.93,416.1,221.06,626.79,575.34,329.36,65.89,5719.68,5071.96
1999,core,62030016,329882,1.471308,4871.48,2267.53,205.81,4898.5,1980.49,415.99,133.7,629.64,491.98,329.51,79.74,5723.26,5035.87
2000,core,62030016,334395,1.423461,4991.87,2348.75,222.9,4825.4,1995.57,418.56,178.58,643.62,518.16,331.44,74.43,5965.75,5916.95
2001,core,62030016,337866,1.384077,5942.66,2652.26,233.46,5009.78,2217.49,450.53,97.4,641.85,407.98,406.33,77.09,6116.77,6904.5
2002,core,62030016,338247,1.362535,5507.43,2572.21,280.74,5618.99,2612.67,506.99,206.02,673.16,475.6,421.31,79.93,6066.82,6647.51
2003,core,62030016,337656,1.332174,5823.97,2855.49,275,5634.87,2518.79,516.23,229.96,699.15,442.69,539.94,85.21,6141.45,6965.71
2004,core,62030016,336863,1.297618,6233.24,2702.13,286.39,5943.69,2685.6,491.69,218.46,720.54,449.58,555.86,95.98,6504.95,7400.53
2005,core,62030016,335041,1.255095,6155.38,2540.41,277.77,6194.69,2574.08,484.4,186.39,739.64,624.2,675.73,101.57,6407.62,7264.25
2006,core,62030016,331665,1.215873,6370.92,2750.45,288.09,6202.09,2480.18,487.24,213.35,748.21,636.81,702.8,109.56,6253.9,7160.43
2007,core,62030016,327640,1.182201,6690.31,2921.84,304.15,6588.47,2612.46,502.12,307.98,812.49,637.23,664.85,128.48,6293.17,7278.78
2008,core,62030016,324460,1.138489,6563.06,2968.63,313.01,6343.58,2498.24,485.76,290.17,817.64,667.03,568.8,138.59,6450.63,8369.5
2009,core,62030016,324216,1.142553,6688.87,2852.2,327.75,6393.18,2502.18,494.31,324.57,870.17,692.59,595.57,147.73,7020.46,7422.65
2010,core,62030016,324352,1.124115,6335.28,2690.32,323.59,6281.06,2354.49,507.6,373.42,771.02,695.43,625.97,164.52,7117.62,7699.38
2011,core,62030016,325340,1.089718,6295.42,2541.24,307.42,6043.39,2389.68,493.93,379.24,762.82,576.23,626.05,165.02,7047.9,8056.23
2012,core,62030016,328255,1.067624,5979.12,2482.69,317.65,5818.17,2407.49,523.49,255.44,770.01,534.5,559.23,172.78,6519.12,7554.84
2013,core,62030016,330650,1.052211,5822.52,2389.72,327.61,5614.61,2315.23,536.55,208.49,705.88,567.69,515.64,194.45,6151.91,7747.35
2014,core,62030016,333887,1.035415,6048.62,2426.49,336.16,5487.5,2195.26,519.89,185.76,699.34,527.82,559.86,195.32,5629.12,7846.42
2015,core,62030016,333669,1.034187,6131.47,2433.56,308.83,5573.02,2446.8,489.73,200.65,684.01,495.41,532.56,208.36,5378.17,8248.35
2016,core,62030016,333736,1.021304,6234.29,2640.44,299.66,5971.11,2674.49,502.79,232.75,714.21,497.91,577.94,218.89,5512.68,8448.88
2017,core,62030016,334175,1,6517.68,2688.55,244.37,6059.24,2632.4,491.36,234.06,750.72,583,580.15,226.44,5508.24,9188.89
1998,core,62039004,231834,1.503804,5570.86,2347.93,91.13,5469.82,1909.82,1123.83,265.82,918.57,416.86,123.61,101.17,3248.14,5738.07
1999,core,62039004,235618,1.471308,5530.24,2233.61,104.54,5602.1,1909.69,1148.82,220.25,720.41,724.61,151.64,105.64,3311.02,6334.68
2000,core,62039004,240378,1.423461,5569.6,2238.44,105.56,5341.91,1941.81,1052.08,284.91,727.78,429.75,149.86,110.75,3194.79,6394.23
2001,core,62039004,244883,1.384077,6657.51,2653.89,97.69,5612.12,2270.44,1035.5,201.35,742,375.29,167.78,119.31,3678.34,6881.91
2002,core,62039004,254554,1.362535,6014.23,2522.78,94.83,5954.17,2324.87,1121.95,268.28,763.5,416.4,111.27,133.6,4025.86,7476.39
2003,core,62039004,261839,1.332174,6098.93,2715.81,95.33,6221.89,2431.09,1143.27,299.05,771.75,400.21,119.96,144.37,3593.13,7119.77
2004,core,62039004,269090,1.297618,6759.98,2745.8,103.82,6487.68,2449.08,1095.92,279.05,779.43,531.3,195.02,148.79,4228.99,7633.33
2005,core,62039004,275759,1.255095,6419.19,2804.56,106.52,6546.68,2491.99,1086.76,341.22,878.93,531.58,121.2,153.01,4040.43,7735.36
2006,core,62039004,281367,1.215873,6396.3,2740.41,104.82,6560.67,2373.71,1134.31,385.79,913.1,685.64,144.53,152.27,4399.65,9863.76
2007,core,62039004,283450,1.182201,7024.53,3036.26,120.18,6459.57,2470.46,1104.3,219.65,953.64,570.74,180.74,155.57,5276.74,8670.64
2008,core,62039004,285313,1.138489,6731.15,3045.15,113.99,7135.39,2585.55,1096.08,262.96,979.98,646.94,183.16,157.05,5855.04,8108.2
2009,core,62039004,286507,1.142553,5371.61,2858.94,118.69,6718.45,2351.61,1117.49,212.05,940.08,731.7,181.61,181.33,5269,8023.71
2010,core,62039004,288735,1.124115,6227.79,2498.3,122.67,6356.2,2145.48,1067.53,371.33,878,727.69,168.37,191.25,5771.19,6735.74
2011,core,62039004,292446,1.089718,6391.53,2456.66,129.23,6125.76,2032.16,1030.3,274.19,787.44,493.95,579.74,194.87,5702.1,6125.62
2012,core,62039004,294922,1.067624,5575.41,2320.56,137.74,5940.32,1945.86,1036.95,303.77,788.33,472.26,384.78,191.88,5658.33,6119.34
2013,core,62039004,296666,1.052211,5733.98,2241.99,152.63,5625.98,1992.22,990.3,176.77,700.54,417.19,222.54,222.1,5428.35,6994.1
2014,core,62039004,297172,1.035415,5860.02,2524.95,154.81,5673.77,1981.85,1030.62,417.53,724.62,486.57,269.43,233.53,5819.53,7304.95
2015,core,62039004,300670,1.034187,6182.93,2862.44,145.67,5867.31,2130.59,1069.44,365.37,777.18,427.96,252.9,245.77,5281.25,8011.88
2016,core,62039004,303926,1.021304,6327.85,3042.73,138.11,5934.55,2293.98,1084.18,328.54,786.54,374.32,295.56,261.63,5128.64,8518.25
2017,core,62039004,306407,1,6515.08,2997.14,165.12,5915.58,2336.29,1064.64,309.7,786.19,392.58,228.52,270.39,6019.12,9639.95
1998,core,72003501,261518,1.503804,4496.76,2923.42,212.53,4681.61,1909.42,207.05,266.24,531.21,427.92,434.6,24.21,4841.28,3821.15
1999,core,72003501,266272,1.471308,4444.64,2890.93,204.76,4312.91,1795.42,193.28,301.43,556.07,453.67,369.4,35.13,4370.3,3952.61
2000,core,72003501,271323,1.423461,4582.86,2980.3,275.13,4336.73,1768.62,158,266.07,544.1,528.61,371.89,33.26,5051.98,4442.59
2001,core,72003501,277253,1.384077,4639.53,3125.22,210.49,4953.74,1829.51,136.94,406.6,535.89,480.07,344.38,31.66,5481.42,3875.28
2002,core,72003501,283378,1.362535,4813.14,3240.38,211.23,5389.22,1952.19,199.79,755.46,564.88,597.56,452.91,35.11,5492.3,5395.71
2003,core,72003501,287626,1.332174,4852.61,3110.14,217.4,5539.67,1966.55,200.96,521.43,602.97,679.09,451.3,30.22,6204.39,5732.32
2004,core,72003501,290537,1.297618,5161.52,3238.04,220.65,5677.13,2074.03,224.28,426.35,600.77,669.69,799.12,30.59,6136.12,5334.97
2005,core,72003501,293756,1.255095,5177.94,3276.31,254.19,5261.57,2078.1,204.6,297.05,529.6,672.74,552.28,34.49,6399.52,4995.35
2006,core,72003501,297411,1.215873,5464.22,3474.39,300.44,5450.13,2112.92,198.95,323.15,522.21,689.7,723.98,36.76,7595.09,6370.88
2007,core,72003501,302021,1.182201,5297.31,3326.94,335.4,5799.62,1972.51,156.89,359.41,523.05,681.83,912.78,44.39,9239.05,6111.36
2008,core,72003501,307926,1.138489,5242.27,3364.55,352.62,5535.39,1946.59,162.78,311.31,544.09,694.15,908.65,44.6,9790.51,7117.75
2009,core,72003501,313899,1.142553,4979.76,3344.13,364.49,5940.99,1940.42,186.34,246.74,563.87,732.95,1331.82,49.25,9939.4,8277.58
2010,core,72003501,320170,1.124115,5140.79,2979.65,347.7,6191.24,2173.18,170.1,213.44,546.16,658.07,1436.19,47.26,9680.08,6861.76
2011,core,72003501,326073,1.089718,5088.12,2902.71,406.91,5467.79,2074.58,227.09,252.29,540.2,696.95,802.25,49.86,9786.38,6913.9
2012,core,72003501,332627,1.067624,4829.62,2809.47,388.58,5295.5,1851.26,221.79,243.14,534.36,673.51,864.94,48.92,9119.27,6393.22
2013,core,72003501,339080,1.052211,4991.69,2924.89,397.51,5104.76,1792.29,226.18,215.14,552.91,660.53,852.7,56.14,9082.61,6454.17
2014,core,72003501,345276,1.035415,5017.72,2982.54,348.07,5100.31,1898.6,217.02,163.37,545.91,634.13,832.46,58.15,8598.92,6051.5
2015,core,72003501,352391,1.034187,5163.28,2974.45,415.95,5337.37,1984.22,155.63,224.32,527.01,666.13,919.76,93.52,8309,5862.6
2016,core,72003501,359679,1.021304,5147.95,3158.36,346.64,5569.09,1969.98,135.09,272.76,609.68,736.93,934.78,103.34,8213.83,5872.74
2017,core,72003501,362941,1,5417.68,3282.6,371.94,5270.76,1999.75,135.11,261.42,552.94,663.98,782.38,103.93,8259.04,6012.26
1998,core,72021002,339720,1.503804,5774.72,2994.16,1523.37,6275.67,1754.22,1011.32,439.07,429.7,273.27,1890.74,14.27,5621.05,3542.58
1999,core,72021002,346818,1.471308,5807.83,3048.09,1537.9,6716,1851.55,1031.18,387.89,435.12,293.07,2056.18,16.05,5249.37,2366.68
2000,core,72021002,353345,1.423461,5922.5,3168.74,1504.36,6428.95,1697.74,1246.07,354.67,438.82,361.77,1731.17,16.21,5069.4,3028.04
2001,core,72021002,361988,1.384077,6207.35,3428.85,1554.75,6694.58,1617.5,1201.77,454.38,500.14,370.33,1902.22,17.5,5279.95,3136.93
2002,core,72021002,371372,1.362535,6735.29,3486.89,1985.46,7054.8,1706.99,1203.4,462.42,482.82,513.54,2002.36,19.3,6108.6,4048.24
2003,core,72021002,375421,1.332174,6529.65,3507.24,1663.68,6995.3,1910.88,1327.43,500.78,481.43,374.79,1653.03,19.41,7666.06,4224.89
2004,core,72021002,376093,1.297618,6703.44,3586.78,1626.09,7211.64,1859.19,1411.34,520.93,457.34,420.55,1773.33,21.57,8036.99,4284.34
2005,core,72021002,380716,1.255095,6894.78,3716.16,1754.06,7360.27,1875.25,1360.61,243.8,522.8,466.51,2135.96,24.19,8112.55,3959.34
2006,core,72021002,385411,1.215873,7152.41,3847.16,1897.93,7314.8,1901.64,1456.54,307.46,475.17,632.38,1781.83,26.05,8456.92,4658.42
2007,core,72021002,393578,1.182201,7389.86,4112.25,1767.79,7733.42,2111.27,1296.93,472.75,473.15,497.02,2098.9,30.89,8634.44,3510.2
2008,core,72021002,396538,1.138489,7544.47,4154.7,1917.56,7721.9,1982.46,1444.14,505.46,466.59,380.78,2073.5,27.33,8595.05,2989.77
2009,core,72021002,402569,1.142553,7665.98,4218.06,2076.98,8001.28,1868.45,1562.26,389.97,449.79,440.41,2369.96,31.71,10687.19,2620.48
2010,core,72021002,407876,1.124115,7529.92,3993.3,2031.89,7332.13,1829.13,1602.95,409.55,484.62,237.38,1946.54,31.72,8297.5,3507.5
2011,core,72021002,420544,1.089718,7198.45,3766.51,1901.33,7256.64,1637.34,1432.1,369.47,439.23,396.2,2251.32,31.49,9222.35,3785.76
2012,core,72021002,427248,1.067624,6830.76,3600.66,1891.35,6552.81,1542.54,1425.2,483.99,424.02,286.07,1733.96,36.06,8581.37,2940.61
2013,core,72021002,432611,1.052211,6942.66,3688,1894.59,6842.12,1546.65,1447.12,429.48,411.88,308.82,2034.53,33.96,7766.71,3312.84
2014,core,72021002,437981,1.035415,6860.5,3659.2,1786.64,6896.29,1595.5,1458.25,401.79,423.58,295.16,2015.21,36.29,9256.81,3415.87
2015,core,72021002,441960,1.034187,5514.46,2181.84,1875.05,5571.87,1639.22,136.55,253.72,443.32,277.49,2174.57,38.61,9403.87,3364.51
2016,core,72021002,449189,1.021304,5508.44,2270.53,1727.93,5388.57,1775.31,139.02,297.08,461.19,300.76,1771.46,41.41,7354.07,3048.81
2017,core,72021002,458531,1,5502.86,2421.97,1594.28,5126.93,1686.14,146.12,366.16,415.91,297.06,1572.95,43.21,7231.14,3043.17
1998,core,72016001,536678,1.503804,7366.52,4803.64,389.99,6329.75,1165.23,462.81,805.12,657.34,763.22,435.17,426.71,16122.51,13020.12
1999,core,72016001,540893,1.471308,7737.73,5082.02,386.44,6188.34,1284.88,395.86,838.32,657.17,835.61,422.65,438.93,16537.97,15752.37
2000,core,72016001,548848,1.423461,9143.1,6130.5,381.75,7497.27,1398.21,1455.99,756.57,676.06,778.91,604.46,453.89,16006.86,16776.17
2001,core,72016001,554636,1.384077,9370.12,6376.33,415.03,8551.36,1579.36,1326.24,809.69,687.91,697.92,762.1,467.8,15886.34,17016.13
2002,core,72016001,561976,1.362535,7976.95,6255.91,400.06,9207.26,1663.79,1420.32,1252.8,711.68,858.72,533.54,533.14,16157.06,17957.72
2003,core,72016001,556790,1.332174,8140.13,6174.28,386.72,9725.37,1640.22,1469.69,1480.44,726.02,1041.18,716.1,535.45,16487.65,15690.74
2004,core,72016001,552588,1.297618,9412.97,5978.23,363.31,9922.3,1556.97,1489.25,1164.05,710.04,988.54,819.84,571.24,16633.22,17659.72
2005,core,72016001,550756,1.255095,9417.69,6030.99,358.63,9296.33,1770.33,1248.68,997.4,763.85,1263.41,739.34,605.43,17819.14,18732.52
2006,core,72016001,551691,1.215873,9501.71,6403.4,401.45,9351.61,1837.44,1278.73,1032.24,740.93,1256.63,748.82,638.18,16620.06,17749.86
2007,core,72016001,556895,1.182201,9694.81,6267.43,470.52,9259.21,1651.24,1708.47,1276.35,919.88,1020.73,641.18,629.34,15345.98,16004.67
2008,core,72016001,564395,1.138489,9504.34,6384.03,441.63,10344.05,2433.68,1772.16,1102.51,737.94,1073.32,701.43,670.41,16978.24,19038.71
2009,core,72016001,575721,1.142553,5712.85,6121.28,478.79,9907.95,1667.26,1625.32,1105.47,740.14,1083.29,772.38,703.34,16270.91,16046.13
2010,core,72016001,589011,1.124115,10033.6,6335.25,420.27,9820.49,1851.12,1592.11,1113.28,1107.16,1003.29,702.58,667.94,16418.26,12066.79
2011,core,72016001,603354,1.089718,9340.96,6428.18,471.85,8859.13,1883.21,1551.8,1106.53,790.79,903.41,692.69,262.11,16363.14,8620.55
2012,core,72016001,620513,1.067624,8960.56,6536.22,494.23,9264.88,1718.79,1692.96,1226.05,817.76,988.18,866.42,257.42,17146.56,6871.82
2013,core,72016001,635277,1.052211,9712.47,6731.91,516.48,8692.61,1690.29,1639.52,1152.48,705.79,902.7,839.71,280.31,18523.8,7304.22
2014,core,72016001,649513,1.035415,9455.33,6611.44,442.56,9350.74,1958.45,1668.65,1293.78,758.81,895.13,879.76,304.44,17161.92,7681.1
2015,core,72016001,664870,1.034187,9320.61,6874.87,438.14,9362.38,1997.35,1666.62,1272.76,807.27,988.19,832.29,323.94,16691.09,7817.84
2016,core,72016001,683665,1.021304,9212.68,7222.65,431.3,9039.07,1916.95,1642.53,1239.88,674.7,842.54,974.13,328.65,15103.95,10210.35
2017,core,72016001,696618,1,9912.78,7550.15,462.62,9694.57,1928.2,1815.95,1301.75,712.78,991.08,936.07,328.98,15569.05,10525.68
1998,core,82001001,139522,1.503804,5020.74,2366.48,11.19,5017.17,1939.62,256.12,78.26,569.97,796.95,41.74,0,2855.35,2469.8
1999,core,82001001,139614,1.471308,5410.98,2383.82,11.35,5209.35,1948.74,126.4,82.62,603.54,1055.28,219.56,0,3781.52,1849.5
2000,core,82001001,139667,1.423461,5465.05,2377.39,11.94,5684.18,2376.98,121.18,157.95,611.4,1459.31,44,0,4510.33,2026.55
2001,core,82001001,139782,1.384077,5585.25,2135.45,12.22,5566.62,2118.29,153.39,64.97,603.75,600.66,36.99,0,7856.7,1877.13
2002,core,82001001,140466,1.362535,5276.63,2239.38,11.91,5119.1,2374.04,161.47,83.68,586.88,647.44,54.2,0,8053.02,1883.03
2003,core,82001001,141012,1.332174,5553.98,2352.42,10.98,5877.63,2411.63,140.65,55.9,570.36,954.87,49.44,0,6735.69,1389.62
2004,core,82001001,141479,1.297618,5214.85,2368.14,10.99,5349.28,2335.32,122.17,103.46,572.91,792.12,61.39,0,6546.58,1264.33
2005,core,82001001,141570,1.255095,5393.56,2412.67,11.69,5475.96,2332.91,117.11,137.25,570.08,734.38,43.62,0,6878.4,1349.34
2006,core,82001001,141567,1.215873,5772.54,2422.28,9.94,5387.23,2481.96,89.78,116.99,548.44,861.17,49.24,0,6563.99,1328.57
2007,core,82001001,141292,1.182201,5919.14,2535.55,13.04,5178.84,2519.8,95.47,119.58,536.55,799.89,49.97,0,5837.3,1559.99
2008,core,82001001,141386,1.138489,6008.45,2674.93,11.4,5248.85,2783.6,107.97,41.19,588.05,965.77,50.31,0,5341.81,1925.89
2009,core,82001001,142356,1.142553,5690.6,2519.41,12.18,5561.37,2848.04,79.59,53.54,510.5,803.1,49.31,0,5262.55,893.1
2010,core,82001001,143281,1.124115,5762.05,2601.85,11.7,5947.4,2472.2,56.35,49.33,1045.75,887.95,55.4,0,6374.3,1145.64
2011,core,82001001,144858,1.089718,5628.53,2567.51,11.85,5964.96,2445.95,49.72,50.16,1061.17,968.17,54.11,0,6168.67,976.92
2012,core,82001001,146131,1.067624,5544.88,2436.78,11.83,5869.39,2345.56,54.02,129.73,1068.24,843.28,58.27,0,5441.15,1195.91
2013,core,82001001,147097,1.052211,5913.02,2513.2,12.02,6269.17,2585.54,48.1,133.83,1146.97,844.26,58.25,0,5118.73,591.56
2014,core,82001001,147726,1.035415,5554.27,2552.06,11.68,5813.16,2431.99,49.46,231.77,1096.41,772.54,60.32,0,4754.6,953.41
2015,core,82001001,147892,1.034187,5811.37,2624.17,11.71,6102.51,2490.82,58.33,257.12,1116.99,825.75,58,15.19,4838.22,1256.8
2016,core,82001001,147460,1.021304,6371.74,2667.16,11.01,6523.58,2779.04,47.44,224.26,1219.08,868.31,54.52,15.29,4641.43,1300.97
2017,core,82001001,146353,1,6018.27,2655.48,10.1,6257.18,2444.4,30.87,240.9,1202.39,809.08,74.9,234.11,4707.92,2044.3
1998,core,82002002,126894,1.503804,5050.56,2884.87,132.46,4544.26,64.87,206.67,216.04,663.65,1055.4,154.95,364.8,1545.88,10096.28
1999,core,82002002,125973,1.471308,8004.68,2973.43,162.64,8712.89,3514.49,218.49,227.62,701.72,1293.85,172.66,505.41,1250.89,11584.82
2000,core,82002002,125115,1.423461,8519.13,2912.8,165.75,8899.59,3552.88,221.55,230.19,711.52,1231.67,178.52,492.33,1144.35,11175.05
2001,core,82002002,124225,1.384077,5501.9,2537.15,167.01,5039.21,66.73,232.62,147.9,708.4,1091.56,179.31,561.76,910.34,13607.96
2002,core,82002002,124370,1.362535,4577.35,2460.29,159.7,4437.96,72.61,242.31,213.36,719.74,1183.9,172.01,583.49,970.43,13056.89
2003,core,82002002,124572,1.332174,4453.01,2444.6,151.22,3722.13,58.35,179.76,102.89,690.43,848.29,164.68,586,1032.82,13524.84
